RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
9757,0,5/5/2009,MANHEIM,2005,4,FORD,F150 PICKUP 2WD V6 4,STX,REG CAB 4.2L STX,WHITE,AUTO,1,Alloy,83588,AMERICAN,LARGE TRUCK,FORD,6921,8779,7975,9981,6921,8779,7975,9981,NULL,NULL,16044,21075,MD,6535,0,594
9758,0,5/5/2009,MANHEIM,2005,4,MITSUBISHI,GALANT 4C 2.4L I4 EF,ES,4D SEDAN ES,BLUE,AUTO,2,Covers,78476,OTHER ASIAN,MEDIUM,OTHER,6229,7466,7227,8563,6229,7466,7227,8563,NULL,NULL,16044,21075,MD,6465,0,569
9759,0,5/5/2009,MANHEIM,2002,7,CHEVROLET,TRAILBLAZER 4WD 6C 4,LS,4D SUV 4.2L LS,MAROON,AUTO,1,Alloy,76576,AMERICAN,MEDIUM SUV,GM,4815,5849,5700,6817,4815,5849,5700,6817,NULL,NULL,16044,21075,MD,6465,0,2274
9760,0,5/5/2009,MANHEIM,2006,3,PONTIAC,TORRENT FWD V6 3.4L,,4D WAGON,SILVER,AUTO,1,Alloy,75230,AMERICAN,MEDIUM SUV,GM,9620,11162,10890,12555,9620,11162,10890,12555,NULL,NULL,16044,21075,MD,6165,0,1389
9761,0,5/5/2009,MANHEIM,2006,3,PONTIAC,G6 4C 2.4L I4 MFI /,Bas,4D SEDAN SE,GREEN,AUTO,2,Covers,60593,AMERICAN,MEDIUM,GM,6896,8282,7948,9445,6896,8282,7948,9445,NULL,NULL,16044,21075,MD,7035,0,923
9762,0,5/12/2009,MANHEIM,2005,4,PONTIAC,G6 V6 3.5L V6 SFI,GT,4D SEDAN GT,SILVER,AUTO,1,Alloy,46644,AMERICAN,MEDIUM,GM,7761,9281,8882,10523,7761,9281,8882,10523,NULL,NULL,16044,21075,MD,7855,0,905
9763,0,5/12/2009,MANHEIM,2005,4,SATURN,ION 2.2L I4 MPI / SF,2,2D QUAD COUPE LEVEL 2,GREY,AUTO,2,Covers,70190,AMERICAN,MEDIUM,GM,5994,7294,6974,8378,5994,7294,6974,8378,NULL,NULL,16044,21075,MD,4415,0,803
9764,0,5/12/2009,MANHEIM,2004,5,PONTIAC,GRAND AM 4C 2.2L I4,SE,4D SEDAN SE,SILVER,AUTO,1,Alloy,92729,AMERICAN,MEDIUM,GM,3250,4338,4010,5185,3250,4338,4010,5185,NULL,NULL,16044,21075,MD,3415,0,1774
9765,0,5/12/2009,MANHEIM,2007,2,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,BLUE,AUTO,2,Covers,69882,AMERICAN,MEDIUM,CHRYSLER,8268,9772,9429,11054,8268,9772,9429,11054,NULL,NULL,16044,21075,MD,6635,0,825
9766,0,5/12/2009,MANHEIM,2003,6,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,SILVER,AUTO,2,Covers,86224,AMERICAN,MEDIUM,GM,2961,4098,3698,4926,2961,4098,3698,4926,NULL,NULL,16044,21075,MD,3815,0,2452
9767,0,5/12/2009,MANHEIM,2004,5,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,RED,AUTO,2,Covers,66418,AMERICAN,VAN,CHRYSLER,3883,4826,4694,5712,3883,4826,4694,5712,NULL,NULL,16044,21075,MD,5835,0,1411
9768,0,5/12/2009,MANHEIM,2003,6,TOYOTA,HIGHLANDER 2WD V6 3.,Lim,4D SPORT UTILITY,GOLD,AUTO,1,Alloy,76226,TOP LINE ASIAN,MEDIUM SUV,OTHER,7750,8998,8870,10218,7750,8998,8870,10218,NULL,NULL,16044,21075,MD,8555,0,869
9769,0,5/19/2009,MANHEIM,2006,3,FORD,EXPEDITION 4WD V8 5.,XLT,4D SUV 5.4L XLT,WHITE,AUTO,1,Alloy,74429,AMERICAN,LARGE SUV,FORD,14627,17814,16297,19739,14627,17814,16297,19739,NULL,NULL,16044,21075,MD,10800,0,1389
9770,0,5/19/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,51476,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5677,6569,6631,7595,NULL,NULL,16044,21075,MD,6200,0,1086
9771,0,5/19/2009,MANHEIM,2005,4,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L SE,BLUE,AUTO,2,Covers,78023,AMERICAN,VAN,CHRYSLER,5022,6025,5924,7007,5022,6025,5924,7007,NULL,NULL,16044,21075,MD,5300,0,1623
9772,0,5/19/2009,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,SILVER,AUTO,2,Covers,47938,AMERICAN,MEDIUM,CHRYSLER,5569,6584,6515,7611,5248,6596,6168,7624,NULL,NULL,16044,21075,MD,6200,0,975
9773,0,5/19/2009,MANHEIM,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,GREY,AUTO,2,Covers,23853,AMERICAN,MEDIUM,CHRYSLER,4481,6235,5339,7234,4481,6235,5339,7234,NULL,NULL,16044,21075,MD,5500,0,882
9774,0,5/19/2009,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,45551,AMERICAN,MEDIUM,CHRYSLER,5569,6584,6515,7611,5569,6584,6515,7611,NULL,NULL,16044,21075,MD,4500,0,975
9775,0,5/19/2009,MANHEIM,2005,4,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L SE,GREY,AUTO,2,Covers,83006,AMERICAN,VAN,CHRYSLER,5022,6025,5924,7007,5022,6025,5924,7007,NULL,NULL,16044,21075,MD,4700,0,1763
9776,0,5/19/2009,MANHEIM,2002,7,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SE,GREEN,AUTO,2,Covers,47022,AMERICAN,VAN,CHRYSLER,2622,3740,3332,4539,2622,3740,3332,4539,NULL,NULL,16044,21075,MD,5700,0,1416
9777,0,5/19/2009,MANHEIM,2002,7,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SE,BLUE,AUTO,2,Covers,62189,AMERICAN,VAN,CHRYSLER,2622,3740,3332,4539,2622,3740,3332,4539,NULL,NULL,16044,21075,MD,4700,0,1711
9778,0,5/19/2009,MANHEIM,2004,5,DODGE,STRATUS 4C 2.4L I4 M,SE,4D SEDAN,RED,AUTO,2,Covers,63995,AMERICAN,MEDIUM,CHRYSLER,2636,3519,3347,4301,2681,3891,3395,4702,NULL,NULL,16044,21075,MD,5000,0,1020
9779,0,5/19/2009,MANHEIM,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,BLUE,AUTO,2,Covers,58760,AMERICAN,MEDIUM,CHRYSLER,4481,6235,5339,7234,4923,6670,5817,7704,NULL,NULL,16044,21075,MD,4600,0,1086
9780,0,5/19/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,SILVER,AUTO,2,Covers,59154,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5753,6492,6713,7511,NULL,NULL,16044,21075,MD,5300,0,1086
9781,0,5/19/2009,MANHEIM,2003,6,OLDSMOBILE,ALERO 4C 2.2L I4 MPI,GL,4D SEDAN GL2,GREEN,AUTO,2,Covers,49217,AMERICAN,MEDIUM,GM,2560,3765,3265,4566,3014,4350,3755,5198,NULL,NULL,16044,21075,MD,5400,0,1346
9782,0,5/19/2009,MANHEIM,2004,5,PONTIAC,GRAND PRIX 3.8L V6 S,GTP,4D SEDAN GTP,MAROON,AUTO,2,Covers,40235,AMERICAN,LARGE,GM,6032,7518,7015,8619,6024,7310,7006,8395,NULL,NULL,16044,21075,MD,7955,0,1469
9783,0,5/19/2009,MANHEIM,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,GOLD,AUTO,2,Covers,47678,AMERICAN,MEDIUM,CHRYSLER,4481,6235,5339,7234,4481,6235,5339,7234,NULL,NULL,16044,21075,MD,4900,0,975
9784,0,5/19/2009,MANHEIM,2005,4,PONTIAC,G6 V6 3.5L V6 SFI,Bas,4D SEDAN,BLUE,AUTO,1,Alloy,74177,AMERICAN,MEDIUM,GM,6507,7774,7528,8896,6507,7774,7528,8896,NULL,NULL,16044,21075,MD,6935,0,1272
9785,0,5/19/2009,MANHEIM,2003,6,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SE,GREEN,AUTO,2,Covers,63853,AMERICAN,VAN,CHRYSLER,2974,3961,3712,4778,3272,4819,4034,5705,NULL,NULL,16044,21075,MD,4800,0,1711
9786,0,5/19/2009,MANHEIM,2006,3,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE FFV,PURPLE,AUTO,2,Covers,75912,AMERICAN,MEDIUM,FORD,6290,6875,7293,7925,6238,6829,7237,7875,NULL,NULL,16044,21075,MD,4600,0,920
9787,0,5/19/2009,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREEN,AUTO,2,Covers,67080,AMERICAN,MEDIUM,CHRYSLER,5569,6584,6515,7611,5569,6584,6515,7611,NULL,NULL,16044,21075,MD,5200,0,1215
9788,0,5/19/2009,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREY,AUTO,2,Covers,58858,AMERICAN,MEDIUM,CHRYSLER,5569,6584,6515,7611,5569,6584,6515,7611,NULL,NULL,16044,21075,MD,4800,0,1086
9789,0,5/19/2009,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREY,AUTO,2,Covers,72195,AMERICAN,MEDIUM,CHRYSLER,5569,6584,6515,7611,5955,6947,6931,8003,NULL,NULL,16044,21075,MD,4700,0,1389
9790,0,5/19/2009,MANHEIM,2002,7,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SE,GREEN,AUTO,2,Covers,57743,AMERICAN,VAN,CHRYSLER,2622,3740,3332,4539,3417,4868,4190,5757,NULL,NULL,16044,21075,MD,5200,0,1551
9791,1,5/19/2009,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREY,AUTO,NULL,NULL,51306,AMERICAN,MEDIUM,CHRYSLER,5569,6584,6515,7611,5248,6596,6168,7624,NULL,NULL,16044,21075,MD,6100,0,1086
9792,0,11/17/2009,MANHEIM,2008,1,KIA,OPTIMA 4C,LX,4D SEDAN,GOLD,AUTO,2,Covers,70204,OTHER ASIAN,MEDIUM,OTHER,8391,9223,9562,10461,7947,8636,11535,12127,NULL,NULL,16044,21075,MD,6865,0,803
9793,0,11/24/2009,MANHEIM,2003,6,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,WHITE,AUTO,2,Covers,86761,AMERICAN,COMPACT,GM,2256,3120,2936,3870,2142,3000,4871,5865,NULL,NULL,16044,21075,MD,3315,0,1543
9794,0,11/24/2009,MANHEIM,2007,2,MERCURY,MONTEGO,Pre,4D SEDAN PREMIER,SILVER,AUTO,1,Alloy,67256,AMERICAN,LARGE,FORD,10785,12762,12148,14283,11616,13103,15767,17195,NULL,NULL,16044,21075,MD,8155,0,1313
9795,0,11/24/2009,MANHEIM,2006,3,PONTIAC,G6 V6,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,62530,AMERICAN,MEDIUM,GM,6473,7813,7491,8938,6972,8175,10156,11676,NULL,NULL,16044,21075,MD,7655,0,1118
9796,0,11/24/2009,MANHEIM,2005,4,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,BLACK,AUTO,1,Alloy,70283,AMERICAN,MEDIUM SUV,GM,7013,8493,8074,9672,7219,8700,11242,12606,NULL,NULL,16044,21075,MD,8055,0,1155
9797,0,12/1/2009,MANHEIM,2005,4,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,GOLD,AUTO,1,Alloy,80894,AMERICAN,MEDIUM,GM,4463,5648,5320,6600,4701,5803,8147,9400,NULL,NULL,21973,21075,MD,6065,0,1373
9798,0,12/1/2009,MANHEIM,2006,3,CHEVROLET,UPLANDER FWD V6,LT,PASSENGER EXT 3.9L LT,GOLD,AUTO,1,Alloy,80302,AMERICAN,VAN,GM,5483,7235,6422,8314,6250,7674,10917,12330,NULL,NULL,21973,21075,MD,7135,0,2282
9799,1,12/1/2009,MANHEIM,2002,7,CHRYSLER,300M,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,88843,AMERICAN,LARGE,CHRYSLER,2888,4074,3619,4900,3235,4487,6447,7731,NULL,NULL,21973,21075,MD,5365,0,1803
9800,0,12/1/2009,MANHEIM,2004,5,DODGE,DURANGO 4WD V8,SLT,4D SUV 5.7L SLT,BLACK,AUTO,2,Covers,63748,AMERICAN,MEDIUM SUV,CHRYSLER,7431,9129,8525,10359,7458,9673,11620,14156,NULL,NULL,21973,21075,MD,9800,0,1411
9801,1,12/1/2009,MANHEIM,2005,4,CHRYSLER,TOWN & COUNTRY FWD V,Tou,MINIVAN 3.8L,RED,AUTO,1,Alloy,78241,AMERICAN,VAN,CHRYSLER,6219,8096,7217,9244,5960,7928,9682,12139,NULL,NULL,21973,21075,MD,7385,0,1623
9802,0,12/1/2009,MANHEIM,2006,3,PONTIAC,G6 4C,Bas,4D SEDAN SE,GOLD,AUTO,2,Covers,63459,AMERICAN,MEDIUM,GM,5561,6673,6506,7707,5951,6937,9602,10526,NULL,NULL,21973,21075,MD,6765,0,923
9803,0,12/1/2009,MANHEIM,2005,4,CHEVROLET,COBALT,Bas,2D COUPE,SILVER,AUTO,2,Covers,86083,AMERICAN,COMPACT,GM,4307,5406,5152,6338,4117,5118,7584,8878,NULL,NULL,21973,21075,MD,5045,0,853
9804,1,12/1/2009,MANHEIM,2001,8,MERCURY,SABLE,LS,4D SEDAN LS,RED,AUTO,1,Alloy,84836,AMERICAN,MEDIUM,FORD,2534,3507,3237,4288,2726,3429,5927,6884,NULL,NULL,21973,21075,MD,3055,0,1283
9805,0,12/1/2009,MANHEIM,2008,1,DODGE,AVENGER 4C,SE,4D SEDAN,BLUE,AUTO,2,Covers,51621,AMERICAN,MEDIUM,CHRYSLER,7828,8597,8954,9785,8676,9530,12186,13031,NULL,NULL,21973,21075,MD,7555,0,920
9806,1,12/1/2009,MANHEIM,2003,6,CHEVROLET,TRACKER 4WD 4C,Bas,4D SUV HARDTOP 2.0L,GOLD,MANUAL,2,Covers,59023,AMERICAN,SMALL SUV,GM,4187,5310,5022,6235,4497,5936,7382,8700,NULL,NULL,21973,21075,MD,5465,0,1054
9807,0,12/1/2009,MANHEIM,2007,2,KIA,SEDONA,Bas,4D WAGON,WHITE,AUTO,2,Covers,61442,OTHER ASIAN,VAN,OTHER,8845,10964,10053,12341,8674,10061,13102,14260,NULL,NULL,21973,21075,MD,6865,0,1215
9808,0,12/1/2009,MANHEIM,2006,3,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L,GREEN,AUTO,1,Alloy,65902,AMERICAN,VAN,CHRYSLER,7447,9848,8543,11136,7313,9118,11125,12717,NULL,NULL,21973,21075,MD,7685,0,1411
9809,0,12/8/2009,MANHEIM,2005,4,TOYOTA,COROLLA,CE,4D SEDAN CE,GOLD,AUTO,2,Covers,67397,TOP LINE ASIAN,COMPACT,OTHER,5436,6385,9690,10905,5491,6533,8844,10369,NULL,NULL,16044,21075,MD,7655,0,533
9810,0,12/8/2009,MANHEIM,2006,3,DODGE,MAGNUM V6,SE,WAGON 2.7L,WHITE,AUTO,2,Covers,65724,AMERICAN,SPECIALTY,CHRYSLER,7240,8794,10734,12525,7195,8752,11436,13042,NULL,NULL,16044,21075,MD,7455,0,1215
9811,0,12/8/2009,MANHEIM,2007,2,PONTIAC,G6 4C,Bas,4D SEDAN,BLUE,AUTO,2,Covers,73286,AMERICAN,MEDIUM,GM,6650,7449,10574,11524,6454,7492,10456,11876,NULL,NULL,16044,21075,MD,6035,0,1038
9812,0,12/8/2009,MANHEIM,2007,2,DODGE,CALIBER,Bas,4D WAGON,BLUE,AUTO,2,Covers,54670,AMERICAN,MEDIUM,CHRYSLER,7251,8852,11019,12371,6709,7986,10673,11757,NULL,NULL,16044,21075,MD,7040,0,754
9813,1,12/8/2009,MANHEIM,2006,3,KIA,OPTIMA 4C,EX,4D SEDAN EX,GREY,AUTO,2,Covers,68747,OTHER ASIAN,MEDIUM,OTHER,4598,5469,7558,8683,4917,6008,8387,9862,NULL,NULL,16044,21075,MD,5020,0,728
9814,0,12/8/2009,MANHEIM,2006,3,CHEVROLET,COLORADO PICKUP 2WD,LT,CREW CAB 3.5L LS,BLUE,AUTO,1,Alloy,74658,AMERICAN,SMALL TRUCK,GM,9026,10448,13706,14886,10847,13615,15115,17718,NULL,NULL,16044,21075,MD,9870,0,803
9815,0,12/8/2009,MANHEIM,2008,1,CHEVROLET,HHR,LS,4D SUV 2.2L LS,GOLD,AUTO,2,Covers,48951,AMERICAN,MEDIUM,GM,7199,8401,11337,12572,8055,8986,11880,13007,NULL,NULL,16044,21075,MD,6535,0,623
9816,1,12/15/2009,MANHEIM,2004,5,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY,BLACK,AUTO,1,Alloy,72790,TOP LINE ASIAN,MEDIUM SUV,OTHER,6918,8042,10320,11751,6735,8132,10551,12421,NULL,NULL,16044,21075,MD,7385,0,569
9817,0,12/15/2009,MANHEIM,2005,4,FORD,F150 PICKUP 2WD V8,XLT,CREW CAB 4.6L XLT,GREY,AUTO,2,Covers,83649,AMERICAN,LARGE TRUCK,FORD,9293,11210,14563,16367,10754,13291,15266,17572,NULL,NULL,16044,21075,MD,11100,0,853
9818,0,12/15/2009,MANHEIM,2008,1,DODGE,DAKOTA PICKUP 2WD V6,SXT,EXT CAB 3.7L SXT,RED,AUTO,1,Alloy,58526,AMERICAN,SMALL TRUCK,CHRYSLER,12216,13437,16562,17477,13713,15034,17608,19206,NULL,NULL,16044,21075,MD,10300,0,920
9819,0,12/15/2009,MANHEIM,2004,5,HYUNDAI,ACCENT,GL,2D HATCHBACK,SILVER,AUTO,1,Alloy,64864,OTHER ASIAN,COMPACT,OTHER,1796,2775,4906,5859,2477,3332,5253,6124,NULL,NULL,16044,21075,MD,4050,0,825
9820,1,12/15/2009,MANHEIM,2005,4,CHEVROLET,IMPALA,Bas,4D SEDAN,BLUE,AUTO,2,Covers,94103,AMERICAN,LARGE,GM,3983,5244,7316,9194,4823,5917,7602,8893,NULL,NULL,16044,21075,MD,4050,0,2351
9821,0,12/15/2009,MANHEIM,2005,4,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,GREEN,AUTO,1,Alloy,79427,AMERICAN,MEDIUM SUV,GM,7547,9555,11490,14547,8141,9858,12294,14281,NULL,NULL,16044,21075,MD,8085,0,1974
9822,0,12/15/2009,MANHEIM,2006,3,FORD,EXPEDITION 2WD V8,XLT,4D SUV 5.4L XLT,GREY,AUTO,1,Alloy,68885,AMERICAN,LARGE SUV,FORD,11260,13688,17064,19376,11227,13383,17774,19360,NULL,NULL,16044,21075,MD,10675,0,923
9823,1,12/15/2009,MANHEIM,2005,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,81871,AMERICAN,LARGE,GM,5029,6393,8185,9751,5033,6288,8296,9623,NULL,NULL,16044,21075,MD,7035,0,2152
9824,1,1/5/2010,MANHEIM,2005,5,HYUNDAI,ACCENT,GLS,2D HATCHBACK,BLACK,AUTO,2,Covers,48680,OTHER ASIAN,COMPACT,OTHER,2888,3758,6048,7140,2496,3294,5033,6340,NULL,NULL,16044,21075,MD,3585,0,693
9825,0,1/5/2010,MANHEIM,2004,6,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 5.7L,MAROON,AUTO,1,Alloy,79957,AMERICAN,LARGE TRUCK,CHRYSLER,6768,8355,11597,13065,7854,9112,11693,12703,NULL,NULL,16044,21075,MD,8685,0,920
9826,0,1/5/2010,MANHEIM,2003,7,HONDA,CIVIC,LX,4D SEDAN LX AUTO,MAROON,AUTO,2,Covers,69093,TOP LINE ASIAN,COMPACT,OTHER,4737,6006,8189,9570,4261,5370,7343,8654,NULL,NULL,16044,21075,MD,6665,0,930
9827,0,1/5/2010,MANHEIM,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,WHITE,AUTO,1,Alloy,60519,AMERICAN,LARGE,GM,6104,7643,9695,11375,6660,8006,10234,11533,NULL,NULL,16044,21075,MD,7255,0,1703
9828,0,1/12/2010,MANHEIM,2007,3,PONTIAC,TORRENT FWD V6,,4D WAGON,RED,AUTO,1,Alloy,66063,AMERICAN,MEDIUM SUV,GM,8928,10525,13833,15100,10735,12718,14719,17369,NULL,NULL,16044,21075,MD,7985,0,1215
9829,1,1/12/2010,MANHEIM,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLACK,AUTO,2,Covers,67783,AMERICAN,MEDIUM,CHRYSLER,4581,5728,8062,9302,4783,5968,8412,9605,NULL,NULL,16044,21075,MD,6065,0,1215
9830,0,1/12/2010,MANHEIM,2003,7,DODGE,DURANGO 4WD V8,SLT,4D SUV 5.9L SLT,WHITE,AUTO,1,Alloy,73776,AMERICAN,MEDIUM SUV,CHRYSLER,5302,6648,9113,10576,5359,7382,8989,11258,NULL,NULL,16044,21075,MD,6365,0,1923
9831,0,1/12/2010,MANHEIM,2007,3,FORD,FREESTYLE AWD V6,SEL,4D CUV 3.0L SEL,SILVER,AUTO,1,Alloy,71964,AMERICAN,CROSSOVER,FORD,11941,14632,16809,18902,14342,16755,18461,20639,NULL,NULL,16044,21075,MD,8755,0,1623
9832,0,1/12/2010,MANHEIM,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2,Covers,53015,AMERICAN,MEDIUM,CHRYSLER,5409,6481,8977,10216,6068,7048,9387,10473,NULL,NULL,16044,21075,MD,5765,0,1086
9833,0,1/19/2010,MANHEIM,2004,6,DODGE,STRATUS V6,SE,4D SEDAN SE,BLUE,AUTO,2,Covers,92516,AMERICAN,MEDIUM,CHRYSLER,2587,3570,5857,7008,2935,4106,6199,7390,NULL,NULL,16044,21075,MD,2600,0,1630
9834,0,1/19/2010,MANHEIM,2006,4,PONTIAC,G6 V6,GT,2D COUPE GT,GREY,AUTO,1,Alloy,74061,AMERICAN,MEDIUM,GM,7731,9274,12100,13928,8700,10242,11988,13314,NULL,NULL,16044,21075,MD,6945,0,1272
9835,0,1/19/2010,MANHEIM,2002,8,CHEVROLET,IMPALA,Bas,4D SEDAN,BEIGE,AUTO,2,Covers,85431,AMERICAN,LARGE,GM,2581,3382,5365,6073,2686,3561,5251,6394,NULL,NULL,16044,21075,MD,6405,0,2452
9836,0,1/19/2010,MANHEIM,2002,8,JEEP,LIBERTY 4WD V6,Spo,4D SUV SPORT,WHITE,AUTO,2,Covers,76914,AMERICAN,SMALL SUV,CHRYSLER,4793,5985,7715,8833,5545,6576,8654,9645,NULL,NULL,16044,21075,MD,6535,0,1220
9837,0,1/19/2010,MANHEIM,2004,6,CHEVROLET,TRAILBLAZER EXT 2WD,LT,4D SUV 4.2L LS,SILVER,AUTO,1,Alloy,79408,AMERICAN,MEDIUM SUV,GM,5918,7600,9774,11604,7441,9253,10894,12312,NULL,NULL,16044,21075,MD,7755,0,1155
9838,0,1/19/2010,MANHEIM,2007,3,CHEVROLET,COBALT,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,48861,AMERICAN,COMPACT,GM,5316,6223,8917,9805,5472,6507,8990,9962,NULL,NULL,16044,21075,MD,5840,0,623
9839,0,1/26/2010,MANHEIM,2005,5,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,2,Covers,57326,AMERICAN,LARGE,GM,4921,6201,8202,9815,5525,6784,8433,10023,NULL,NULL,16044,21075,MD,6835,0,1500
9840,1,1/26/2010,MANHEIM,2004,6,HYUNDAI,ACCENT,GL,2D HATCHBACK,BLACK,MANUAL,2,Covers,48660,OTHER ASIAN,COMPACT,OTHER,2762,3304,5782,6511,2477,3332,5253,6124,NULL,NULL,16044,21075,MD,3850,0,693
9841,1,1/26/2010,MANHEIM,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,RED,AUTO,2,Covers,79266,AMERICAN,COMPACT,GM,4465,5384,8391,9258,4577,5533,8302,9238,NULL,NULL,16044,21075,MD,4320,0,803
9842,0,1/26/2010,MANHEIM,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.9L,BLUE,AUTO,1,Alloy,66292,AMERICAN,LARGE,GM,6838,8157,10316,12252,7916,9255,11139,12822,NULL,NULL,16044,21075,MD,7855,0,1703
9843,1,1/26/2010,MANHEIM,2004,6,DODGE,DURANGO 4WD V8,SLT,4D SUV 4.7L,BLUE,AUTO,1,Alloy,84040,AMERICAN,MEDIUM SUV,CHRYSLER,6430,7895,10704,12275,7769,9142,11862,13211,NULL,NULL,16044,21075,MD,8055,0,1763
9844,1,1/26/2010,MANHEIM,2006,4,PONTIAC,SOLSTICE,,2D ROADSTER,SILVER,MANUAL,1,Alloy,76525,AMERICAN,SPORTS,GM,10621,11487,14671,15724,10938,12133,14899,16173,NULL,NULL,16044,21075,MD,8855,0,1155
9845,0,1/26/2010,MANHEIM,2007,3,CHEVROLET,COBALT,LT,2D COUPE LT,RED,AUTO,2,Covers,54164,AMERICAN,COMPACT,GM,6031,7075,9724,10859,7207,8286,10642,11742,NULL,NULL,16044,21075,MD,5335,0,671
9846,0,1/26/2010,MANHEIM,2005,5,DODGE,STRATUS 4C,SXT,4D SEDAN,SILVER,AUTO,1,Alloy,93016,AMERICAN,MEDIUM,CHRYSLER,3748,4904,7085,8370,3768,4798,6888,8198,NULL,NULL,16044,21075,MD,3420,0,1341
9847,0,1/26/2010,MANHEIM,2006,4,CHEVROLET,COBALT,LS,2D COUPE,SILVER,AUTO,2,Covers,65904,AMERICAN,COMPACT,GM,4560,5662,8481,9520,4964,6204,8681,9895,NULL,NULL,16044,21075,MD,5965,0,728
9848,1,2/2/2010,MANHEIM,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,SILVER,AUTO,2,Covers,64781,AMERICAN,MEDIUM,CHRYSLER,4904,6073,8534,9711,5551,6699,8670,9829,NULL,NULL,16044,21075,MD,4620,0,1215
9849,0,2/2/2010,MANHEIM,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,SILVER,AUTO,1,Alloy,86396,AMERICAN,LARGE,GM,7903,9274,11899,13455,8515,10130,12205,14360,NULL,NULL,16044,21075,MD,7455,0,2152
9850,0,2/2/2010,MANHEIM,2006,4,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L,SILVER,AUTO,1,Alloy,86317,AMERICAN,MEDIUM SUV,GM,9393,11554,14862,15962,10631,12775,15658,17071,NULL,NULL,16044,21075,MD,7955,0,1243
